SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
4,Total,0,0.8191724342,0.8191724342,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8185815339,0.8185815339,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8195412173,0.8195412173,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8246250564,0.8246250564,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8215503595,0.8215503595,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8184413722,0.8184413722,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8166310574,0.8166310574,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8136244984,0.8136244984,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8117751351,0.8117751351,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8123910518,0.8123910518,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8143995349,0.8143995349,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8114745715,0.8114745715,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8109816429,0.8109816429,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8104673754,0.8104673754,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8112361488,0.8112361488,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8143404565,0.8143404565,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8141103982,0.8141103982,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8101837643,0.8101837643,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8078510005,0.8078510005,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8049047843,0.8049047843,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8047411203,0.8047411203,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8065349854,0.8065349854,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8091118869,0.8091118869,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8080211093,0.8080211093,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8082255993,0.8082255993,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8097007474,0.8097007474,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8077127119,0.8077127119,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8145761989,0.8145761989,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8097961324,0.8097961324,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8065952759,0.8065952759,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8058488279,0.8058488279,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8022703961,0.8022703961,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8000519012,0.8000519012,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8009161245,0.8009161245,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8019182415,0.8019182415,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8002996277,0.8002996277,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7994536769,0.7994536769,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8001901935,0.8001901935,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.801408789,0.801408789,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8049718163,0.8049718163,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.8023994044,0.8023994044,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7978449563,0.7978449563,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7980466434,0.7980466434,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7928014386,0.7928014386,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7885100795,0.7885100795,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7869140877,0.7869140877,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7892379778,0.7892379778,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7872134285,0.7872134285,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7855603773,0.7855603773,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7805168344,0.7805168344,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.782708551,0.782708551,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7877429952,0.7877429952,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.782045423,0.782045423,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7768692336,0.7768692336,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7743673753,0.7743673753,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7674055826,0.7674055826,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7608850917,0.7608850917,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7589408522,0.7589408522,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.758900397,0.758900397,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7547620623,0.7547620623,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.752207586,0.752207586,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7499187695,0.7499187695,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7479157735,0.7479157735,2002-02-01 00:00:00,February 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7526068912,0.7526068912,2002-03-01 00:00:00,March 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7479667068,0.7479667068,2002-04-01 00:00:00,April 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7388128872,0.7388128872,2002-05-01 00:00:00,May 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7308462675,0.7308462675,2002-06-01 00:00:00,June 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7097022486,0.7097022486,2002-07-01 00:00:00,July 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6962846066,0.6962846066,2002-08-01 00:00:00,August 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6920439905,0.6920439905,2002-09-01 00:00:00,September 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.691696711,0.691696711,2002-10-01 00:00:00,October 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6831819128,0.6831819128,2002-11-01 00:00:00,November 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6779806533,0.6779806533,2002-12-01 00:00:00,December 2002,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6756390824,0.6756390824,2003-01-01 00:00:00,January 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6755974279,0.6755974279,2003-02-01 00:00:00,February 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6829104331,0.6829104331,2003-03-01 00:00:00,March 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6799768875,0.6799768875,2003-04-01 00:00:00,April 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6727566493,0.6727566493,2003-05-01 00:00:00,May 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.669329638,0.669329638,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6608024406,0.6608024406,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6506173264,0.6506173264,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.648995,0.648995,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6517899876,0.6517899876,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6483163961,0.6483163961,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6485616353,0.6485616353,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6465130277,0.6465130277,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6745620718,0.6745620718,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6931104075,0.6931104075,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6887438412,0.6887438412,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6893325975,0.6893325975,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6904687265,0.6904687265,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6898453239,0.6898453239,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6896029891,0.6896029891,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6953393119,0.6953393119,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.6967401028,0.6967401028,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.698796367,0.698796367,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7018439468,0.7018439468,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.709431863,0.709431863,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7160839501,0.7160839501,2005-02-01 00:00:00,February 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7315532257,0.7315532257,2005-03-01 00:00:00,March 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.730033852,0.730033852,2005-04-01 00:00:00,April 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.726728325,0.726728325,2005-05-01 00:00:00,May 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7221510481,0.7221510481,2005-06-01 00:00:00,June 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7194795366,0.7194795366,2005-07-01 00:00:00,July 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7210432634,0.7210432634,2005-08-01 00:00:00,August 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7259700286,0.7259700286,2005-09-01 00:00:00,September 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7247191699,0.7247191699,2005-10-01 00:00:00,October 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7294949758,0.7294949758,2005-11-01 00:00:00,November 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7315640941,0.7315640941,2005-12-01 00:00:00,December 2005,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7294875829,0.7294875829,2006-01-01 00:00:00,January 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7356921645,0.7356921645,2006-02-01 00:00:00,February 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7500613732,0.7500613732,2006-03-01 00:00:00,March 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7498312488,0.7498312488,2006-04-01 00:00:00,April 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7438437237,0.7438437237,2006-05-01 00:00:00,May 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7450267525,0.7450267525,2006-06-01 00:00:00,June 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7415790484,0.7415790484,2006-07-01 00:00:00,July 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7442581698,0.7442581698,2006-08-01 00:00:00,August 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7463710566,0.7463710566,2006-09-01 00:00:00,September 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7457332333,0.7457332333,2006-10-01 00:00:00,October 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.74979262,0.74979262,2006-11-01 00:00:00,November 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7511059156,0.7511059156,2006-12-01 00:00:00,December 2006,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7496636877,0.7496636877,2007-01-01 00:00:00,January 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7541459401,0.7541459401,2007-02-01 00:00:00,February 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7657709999,0.7657709999,2007-03-01 00:00:00,March 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7635108349,0.7635108349,2007-04-01 00:00:00,April 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7592633796,0.7592633796,2007-05-01 00:00:00,May 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7592700862,0.7592700862,2007-06-01 00:00:00,June 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.755407914,0.755407914,2007-07-01 00:00:00,July 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7538397108,0.7538397108,2007-08-01 00:00:00,August 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7550860873,0.7550860873,2007-09-01 00:00:00,September 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7558664774,0.7558664774,2007-10-01 00:00:00,October 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7587379702,0.7587379702,2007-11-01 00:00:00,November 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7597538747,0.7597538747,2007-12-01 00:00:00,December 2007,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7578915451,0.7578915451,2008-01-01 00:00:00,January 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7619635871,0.7619635871,2008-02-01 00:00:00,February 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7704499458,0.7704499458,2008-03-01 00:00:00,March 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7695914532,0.7695914532,2008-04-01 00:00:00,April 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7644552393,0.7644552393,2008-05-01 00:00:00,May 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7634683688,0.7634683688,2008-06-01 00:00:00,June 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7624216756,0.7624216756,2008-07-01 00:00:00,July 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7616063794,0.7616063794,2008-08-01 00:00:00,August 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7599825508,0.7599825508,2008-09-01 00:00:00,September 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.764687236,0.764687236,2008-10-01 00:00:00,October 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
4,Total,0,0.7668589882,0.7668589882,2008-11-01 00:00:00,November 2008,0,0, ,%null%,0,%null%,0,Quintile 4,%null%,Australia,0,0,0,0,0
