chart_4_series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values (currency format))-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(chart_4_tooltip_variable_text2)-alias,ATTR(rolling_tooltip_text)-alias,ATTR(chart_4_tooltip_variable_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias
Bulk billing incentives,Total,0,0,0,0,1994-07-01 00:00:00,July 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1994-08-01 00:00:00,August 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1994-09-01 00:00:00,September 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1994-10-01 00:00:00,October 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1994-11-01 00:00:00,November 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1994-12-01 00:00:00,December 1994,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-01-01 00:00:00,January 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-02-01 00:00:00,February 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-03-01 00:00:00,March 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-04-01 00:00:00,April 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-05-01 00:00:00,May 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-06-01 00:00:00,June 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-07-01 00:00:00,July 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-08-01 00:00:00,August 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-09-01 00:00:00,September 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-10-01 00:00:00,October 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-11-01 00:00:00,November 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1995-12-01 00:00:00,December 1995,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-01-01 00:00:00,January 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-02-01 00:00:00,February 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-03-01 00:00:00,March 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-04-01 00:00:00,April 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-05-01 00:00:00,May 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-06-01 00:00:00,June 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-07-01 00:00:00,July 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-08-01 00:00:00,August 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-09-01 00:00:00,September 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-10-01 00:00:00,October 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-11-01 00:00:00,November 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1996-12-01 00:00:00,December 1996,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-01-01 00:00:00,January 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-02-01 00:00:00,February 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-03-01 00:00:00,March 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-04-01 00:00:00,April 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-05-01 00:00:00,May 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-06-01 00:00:00,June 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-07-01 00:00:00,July 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-08-01 00:00:00,August 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-09-01 00:00:00,September 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-10-01 00:00:00,October 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-11-01 00:00:00,November 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1997-12-01 00:00:00,December 1997,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-01-01 00:00:00,January 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-02-01 00:00:00,February 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-03-01 00:00:00,March 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-04-01 00:00:00,April 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-05-01 00:00:00,May 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-06-01 00:00:00,June 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-07-01 00:00:00,July 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-08-01 00:00:00,August 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-09-01 00:00:00,September 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-10-01 00:00:00,October 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-11-01 00:00:00,November 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1998-12-01 00:00:00,December 1998,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-01-01 00:00:00,January 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-02-01 00:00:00,February 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-03-01 00:00:00,March 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-04-01 00:00:00,April 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-05-01 00:00:00,May 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-06-01 00:00:00,June 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-07-01 00:00:00,July 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-08-01 00:00:00,August 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-09-01 00:00:00,September 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-10-01 00:00:00,October 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-11-01 00:00:00,November 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,1999-12-01 00:00:00,December 1999,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-01-01 00:00:00,January 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-02-01 00:00:00,February 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-03-01 00:00:00,March 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-04-01 00:00:00,April 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-05-01 00:00:00,May 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-06-01 00:00:00,June 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-07-01 00:00:00,July 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-08-01 00:00:00,August 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-09-01 00:00:00,September 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-10-01 00:00:00,October 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-11-01 00:00:00,November 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2000-12-01 00:00:00,December 2000,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-01-01 00:00:00,January 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-02-01 00:00:00,February 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-03-01 00:00:00,March 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-04-01 00:00:00,April 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-05-01 00:00:00,May 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-06-01 00:00:00,June 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-07-01 00:00:00,July 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-08-01 00:00:00,August 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-09-01 00:00:00,September 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-10-01 00:00:00,October 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-11-01 00:00:00,November 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2001-12-01 00:00:00,December 2001,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-01-01 00:00:00,January 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-02-01 00:00:00,February 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-03-01 00:00:00,March 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-04-01 00:00:00,April 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-05-01 00:00:00,May 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-06-01 00:00:00,June 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-07-01 00:00:00,July 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-08-01 00:00:00,August 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-09-01 00:00:00,September 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-10-01 00:00:00,October 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-11-01 00:00:00,November 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2002-12-01 00:00:00,December 2002,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2003-01-01 00:00:00,January 2003,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Bulk billing incentives,Total,0,0,0,0,2003-02-01 00:00:00,February 2003,0,0,, ,for bulk billing incentive items relating to GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
