Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
65+,Total,0,0.8682856644,0.8682856644,1996-07-01 00:00:00,July 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8690451162,0.8690451162,1996-08-01 00:00:00,August 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8691942249,0.8691942249,1996-09-01 00:00:00,September 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8723723346,0.8723723346,1996-10-01 00:00:00,October 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8683133599,0.8683133599,1996-11-01 00:00:00,November 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8700828696,0.8700828696,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8692790485,0.8692790485,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8681838252,0.8681838252,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8704596973,0.8704596973,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8676734142,0.8676734142,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8669088518,0.8669088518,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8663104056,0.8663104056,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8636391082,0.8636391082,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8606131679,0.8606131679,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.861888193,0.861888193,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8624923305,0.8624923305,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8579496057,0.8579496057,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8590371637,0.8590371637,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8582905305,0.8582905305,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8575661443,0.8575661443,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.860071281,0.860071281,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8557628566,0.8557628566,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8558625215,0.8558625215,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.85532835,0.85532835,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8530742994,0.8530742994,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8521071126,0.8521071126,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8546165299,0.8546165299,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.853543509,0.853543509,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8521993004,0.8521993004,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8548803736,0.8548803736,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8555852373,0.8555852373,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8549185445,0.8549185445,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.860989196,0.860989196,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8547297058,0.8547297058,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8548372795,0.8548372795,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8548589375,0.8548589375,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8541779835,0.8541779835,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8524162948,0.8524162948,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8536553954,0.8536553954,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8537596702,0.8537596702,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8531139435,0.8531139435,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8546557082,0.8546557082,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8522328588,0.8522328588,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8530262878,0.8530262878,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8552901116,0.8552901116,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8510624758,0.8510624758,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8506639688,0.8506639688,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8509657934,0.8509657934,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8498497313,0.8498497313,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8498723972,0.8498723972,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8461999593,0.8461999593,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8460859942,0.8460859942,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8451560591,0.8451560591,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.844819201,0.844819201,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8401670952,0.8401670952,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8402595532,0.8402595532,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8436622095,0.8436622095,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8360388945,0.8360388945,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8370258129,0.8370258129,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8359024922,0.8359024922,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8326733425,0.8326733425,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8305088932,0.8305088932,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8280211499,0.8280211499,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8286597806,0.8286597806,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8254887098,0.8254887098,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8235865348,0.8235865348,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8201845631,0.8201845631,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8172509782,0.8172509782,2002-02-01 00:00:00,February 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8207804752,0.8207804752,2002-03-01 00:00:00,March 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8149338154,0.8149338154,2002-04-01 00:00:00,April 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8128999757,0.8128999757,2002-05-01 00:00:00,May 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8094147295,0.8094147295,2002-06-01 00:00:00,June 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7957303055,0.7957303055,2002-07-01 00:00:00,July 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7872090364,0.7872090364,2002-08-01 00:00:00,August 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7799006556,0.7799006556,2002-09-01 00:00:00,September 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7782931933,0.7782931933,2002-10-01 00:00:00,October 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7707526357,0.7707526357,2002-11-01 00:00:00,November 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7663076673,0.7663076673,2002-12-01 00:00:00,December 2002,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7617858863,0.7617858863,2003-01-01 00:00:00,January 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7600925322,0.7600925322,2003-02-01 00:00:00,February 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7671800673,0.7671800673,2003-03-01 00:00:00,March 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7607710386,0.7607710386,2003-04-01 00:00:00,April 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7603387273,0.7603387273,2003-05-01 00:00:00,May 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7580985352,0.7580985352,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7539979116,0.7539979116,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7480292304,0.7480292304,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7428944995,0.7428944995,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7425243532,0.7425243532,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.740168316,0.740168316,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7392934284,0.7392934284,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7379392186,0.7379392186,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7788515819,0.7788515819,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.804929558,0.804929558,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.7990282898,0.7990282898,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8112821262,0.8112821262,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8162686052,0.8162686052,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8178903022,0.8178903022,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8170306669,0.8170306669,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8240532718,0.8240532718,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8226041963,0.8226041963,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8250903489,0.8250903489,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8273193843,0.8273193843,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8397912959,0.8397912959,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,For 65+ year olds,Australia,0,0,0,0,0
